rental_id,vehicle_id,customer_id,pickup_location_id,return_location_id,handled_by_employee,pickup_date,expected_return_date,actual_return_date,rental_status,daily_rate_applied,total_amount,rental_days,make,model,fuel_type,transmission,category_name,customer_name,membership_type,gender,location_id,pickup_location,pickup_city,rental_month,rental_year,month_name,day_of_week,is_late_return,late_days,revenue_per_day
4358,138,209,4,4,18,2024-05-06,2024-05-08,2024-05-08,Completed,1300.0,2470.0,2,Tata,Tiago,Petrol,Manual,Hatchback,Amara Deep,Silver,Female,4,Mumbai Andheri Branch,Mumbai,2024-05,2024,May,Monday,0,0,1235.0
4359,128,45,8,8,40,2025-07-16,2025-07-17,2025-07-17,Completed,3350.0,3182.5,1,Hyundai,Creta,Diesel,Manual,Suv,Garima Gupta,Silver,Female,8,Hyderabad Hitech Branch,Hyderabad,2025-07,2025,July,Wednesday,0,0,3182.5
4360,165,246,9,9,45,2025-09-03,2025-09-07,2025-09-09,Completed,3450.0,13800.0,6,Toyota,Innova Crysta,Diesel,Automatic,Van,Brinda Uppal,Regular,Female,9,Ahmedabad Branch,Ahmedabad,2025-09,2025,September,Wednesday,1,2,2300.0
4361,40,871,4,4,18,2025-11-16,2025-11-18,2025-11-18,Completed,8450.0,16055.0,2,Mercedes-Benz,E-Class,Petrol,Manual,Luxury,Avi Bal,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2025-11,2025,November,Sunday,0,0,8027.5
4362,17,562,3,3,14,2025-03-09,2025-03-12,2025-03-11,Completed,1250.0,3562.5,2,Tata,Tiago,Petrol,Automatic,Hatchback,Damini Jha,Silver,Female,3,Delhi Airport Branch,New Delhi,2025-03,2025,March,Sunday,0,0,1781.25
4363,180,192,5,5,21,2025-10-10,2025-10-13,2025-10-12,Completed,3200.0,9120.0,2,Tata,Nexon EV,Electric,Manual,Electric,Deepa Sidhu,Silver,Female,5,Pune Station Branch,Pune,2025-10,2025,October,Friday,0,0,4560.0
4364,24,706,4,4,16,2024-03-31,2024-04-10,2024-04-10,Completed,1450.0,13775.0,10,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Wyatt Sura,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2024-03,2024,March,Sunday,0,0,1377.5
4365,89,100,6,6,27,2024-08-04,2024-08-05,2024-08-05,Completed,2250.0,2250.0,1,Hyundai,Verna,Petrol,Manual,Sedan,Yagnesh Kanda,Regular,Male,6,Bengaluru Whitefield Branch,Bengaluru,2024-08,2024,August,Sunday,0,0,2250.0
4366,11,318,3,3,11,2025-06-10,2025-06-14,2025-06-14,Completed,3300.0,13200.0,4,Mahindra,XUV700,Diesel,Automatic,Suv,Raksha Sibal,Regular,Female,3,Delhi Airport Branch,New Delhi,2025-06,2025,June,Tuesday,0,0,3300.0
4367,86,674,9,9,41,2025-10-20,2025-11-03,2025-11-04,Completed,3350.0,46900.0,15,Mahindra,XUV700,Diesel,Manual,Suv,Widisha Natarajan,Regular,Female,9,Ahmedabad Branch,Ahmedabad,2025-10,2025,October,Monday,1,1,3126.6666666666665
4368,113,573,3,3,12,2026-06-30,2026-07-03,2026-07-06,Completed,2250.0,6750.0,6,Honda,City,Petrol,Manual,Sedan,Hritik Narang,Regular,Male,3,Delhi Airport Branch,New Delhi,2026-06,2026,June,Tuesday,1,3,1125.0
4369,167,56,3,3,11,2024-07-15,2024-07-21,2024-07-20,Completed,1800.0,10800.0,5,Honda,City,Petrol,Manual,Sedan,Kevin D’Alia,Regular,Male,3,Delhi Airport Branch,New Delhi,2024-07,2024,July,Monday,0,0,2160.0
4370,51,339,4,4,19,2024-11-21,2024-11-26,2024-11-26,Completed,1650.0,8250.0,5,Hyundai,i10,Petrol,Automatic,Hatchback,Nikita Tank,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2024-11,2024,November,Thursday,0,0,1650.0
4371,136,207,1,1,1,2026-05-28,2026-05-29,2026-05-29,Completed,8750.0,8750.0,1,Audi,A6,Petrol,Automatic,Luxury,Omya Divan,Regular,Female,1,Jaipur Central Hub,Jaipur,2026-05,2026,May,Thursday,0,0,8750.0
4372,150,115,5,5,25,2026-04-08,2026-04-12,2026-04-12,Completed,3250.0,12350.0,4,Maruti Suzuki,Ertiga,Diesel,Automatic,Van,Chatresh Sant,Silver,Male,5,Pune Station Branch,Pune,2026-04,2026,April,Wednesday,0,0,3087.5
4373,76,741,10,10,46,2025-10-28,2025-10-30,2025-10-31,Completed,3800.0,7600.0,3,Kia,Seltos,Diesel,Manual,Suv,Arunima Raj,Regular,Female,10,Lucknow Branch,Lucknow,2025-10,2025,October,Tuesday,1,1,2533.3333333333335
4374,21,513,3,3,13,2024-12-13,2024-12-14,2024-12-18,Completed,1350.0,1282.5,5,Hyundai,i10,Petrol,Manual,Hatchback,Ikbal Sanghvi,Silver,Male,3,Delhi Airport Branch,New Delhi,2024-12,2024,December,Friday,1,4,256.5
4375,153,824,2,2,10,2025-11-10,2025-11-13,2025-11-13,Completed,2550.0,7267.5,3,Hyundai,Verna,Petrol,Manual,Sedan,Faris Ramachandran,Silver,Male,2,Udaipur City Branch,Udaipur,2025-11,2025,November,Monday,0,0,2422.5
4376,158,893,2,2,8,2024-03-09,2024-03-10,2024-03-10,Completed,2350.0,2350.0,1,Hyundai,Verna,Petrol,Automatic,Sedan,Vedika Balay,Regular,Female,2,Udaipur City Branch,Udaipur,2024-03,2024,March,Saturday,0,0,2350.0
4377,137,19,1,1,3,2024-05-20,2024-05-22,2024-05-22,Completed,3050.0,5490.0,2,Mahindra,XUV700,Diesel,Manual,Suv,Yatin Chand,Gold,Male,1,Jaipur Central Hub,Jaipur,2024-05,2024,May,Monday,0,0,2745.0
4378,72,406,4,4,18,2026-05-29,2026-05-31,2026-05-31,Completed,2000.0,4000.0,2,Skoda,Slavia,Petrol,Automatic,Sedan,Arunima Konda,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2026-05,2026,May,Friday,0,0,2000.0
4380,8,576,4,4,16,2024-03-02,2024-03-06,2024-03-06,Completed,1500.0,5400.0,4,Tata,Tiago,Petrol,Manual,Hatchback,Champak Shere,Gold,Male,4,Mumbai Andheri Branch,Mumbai,2024-03,2024,March,Saturday,0,0,1350.0
4381,25,377,3,3,12,2025-03-16,2025-03-18,2025-03-18,Completed,1600.0,2720.0,2,Tata,Tiago,Petrol,Manual,Hatchback,Ekalinga Thaman,Platinum,Male,3,Delhi Airport Branch,New Delhi,2025-03,2025,March,Sunday,0,0,1360.0
4382,140,385,8,8,37,2024-05-14,2024-05-15,2024-05-16,Completed,3050.0,2897.5,2,Hyundai,Creta,Diesel,Automatic,Suv,Fariq Ravi,Silver,Male,8,Hyderabad Hitech Branch,Hyderabad,2024-05,2024,May,Tuesday,1,1,1448.75
4384,144,485,2,2,10,2024-02-16,2024-02-26,2024-02-25,Completed,8950.0,80550.0,9,Mercedes-Benz,E-Class,Petrol,Manual,Luxury,Liam Bhatnagar,Gold,Male,2,Udaipur City Branch,Udaipur,2024-02,2024,February,Friday,0,0,8950.0
4385,59,355,10,10,46,2026-06-09,2026-06-10,2026-06-14,Completed,1450.0,1450.0,5,Hyundai,i10,Petrol,Manual,Hatchback,Girish Bahl,Regular,Male,10,Lucknow Branch,Lucknow,2026-06,2026,June,Tuesday,1,4,290.0
4386,137,727,1,4,3,2025-08-22,2025-08-25,2025-08-25,Completed,3050.0,9150.0,3,Mahindra,XUV700,Diesel,Manual,Suv,Wyatt Trivedi,Regular,Male,1,Jaipur Central Hub,Jaipur,2025-08,2025,August,Friday,0,0,3050.0
4387,39,6,3,3,13,2024-07-22,2024-07-24,2024-07-24,Completed,2150.0,4085.0,2,Skoda,Slavia,Petrol,Automatic,Sedan,Dalaja Chanda,Silver,Female,3,Delhi Airport Branch,New Delhi,2024-07,2024,July,Monday,0,0,2042.5
4388,3,297,6,6,30,2026-01-24,2026-01-25,2026-01-25,Completed,1800.0,1530.0,1,Hyundai,Verna,Petrol,Automatic,Sedan,Arjun Narula,Platinum,Male,6,Bengaluru Whitefield Branch,Bengaluru,2026-01,2026,January,Saturday,0,0,1530.0
4389,173,505,6,6,28,2024-10-25,2024-11-01,2024-11-02,Completed,7050.0,44415.0,8,Audi,A6,Petrol,Automatic,Luxury,Madhav Mann,Gold,Male,6,Bengaluru Whitefield Branch,Bengaluru,2024-10,2024,October,Friday,1,1,5551.875
4390,165,307,9,9,45,2024-08-15,2024-08-16,2024-08-16,Completed,3450.0,3450.0,1,Toyota,Innova Crysta,Diesel,Automatic,Van,Anika Date,Regular,Female,9,Ahmedabad Branch,Ahmedabad,2024-08,2024,August,Thursday,0,0,3450.0
4391,74,240,7,7,33,2024-09-15,2024-09-22,2024-09-21,Completed,2250.0,15750.0,6,Honda,City,Petrol,Manual,Sedan,Bimala Ranganathan,Regular,Female,7,Chennai Central Branch,Chennai,2024-09,2024,September,Sunday,0,0,2625.0
4392,59,568,10,10,50,2026-03-22,2026-03-23,2026-03-23,Completed,1450.0,1305.0,1,Hyundai,i10,Petrol,Manual,Hatchback,Nathan Sethi,Gold,Male,10,Lucknow Branch,Lucknow,2026-03,2026,March,Sunday,0,0,1305.0
4393,132,549,2,4,7,2026-06-24,2026-06-30,2026-07-04,Completed,1900.0,10830.0,10,Hyundai,Verna,Petrol,Manual,Sedan,Yahvi Ganesan,Silver,Female,2,Udaipur City Branch,Udaipur,2026-06,2026,June,Wednesday,1,4,1083.0
4394,134,837,10,10,50,2025-06-30,2025-07-02,2025-07-04,Completed,4450.0,8455.0,4,Maruti Suzuki,Ertiga,Diesel,Automatic,Van,Jeremiah Savant,Silver,Male,10,Lucknow Branch,Lucknow,2025-06,2025,June,Monday,1,2,2113.75
4395,16,320,5,5,22,2026-02-09,2026-02-13,2026-02-13,Completed,1550.0,5890.0,4,Tata,Tiago,Petrol,Automatic,Hatchback,Samesh Rout,Silver,Male,5,Pune Station Branch,Pune,2026-02,2026,February,Monday,0,0,1472.5
4396,68,376,8,4,37,2024-11-27,2024-11-30,2024-11-30,Completed,1850.0,5550.0,3,Hyundai,Verna,Petrol,Automatic,Sedan,Lucky Sha,Regular,Male,8,Hyderabad Hitech Branch,Hyderabad,2024-11,2024,November,Wednesday,0,0,1850.0
4397,175,806,3,3,15,2024-01-25,2024-01-26,2024-01-28,Completed,1950.0,1950.0,3,Hyundai,Verna,Petrol,Automatic,Sedan,Hemani Vaidya,Regular,Female,3,Delhi Airport Branch,New Delhi,2024-01,2024,January,Thursday,1,2,650.0
4398,147,266,4,4,16,2025-08-15,2025-08-19,2025-08-19,Completed,3100.0,11780.0,4,Maruti Suzuki,Ertiga,Diesel,Manual,Van,Adya Patil,Silver,Female,4,Mumbai Andheri Branch,Mumbai,2025-08,2025,August,Friday,0,0,2945.0
4399,105,154,2,2,9,2024-10-30,2024-11-05,2024-11-05,Completed,2250.0,12825.0,6,Honda,City,Petrol,Manual,Sedan,Aadi Shere,Silver,Male,2,Udaipur City Branch,Udaipur,2024-10,2024,October,Wednesday,0,0,2137.5
4400,83,330,4,4,19,2025-04-28,2025-04-30,2025-04-30,Completed,3300.0,5940.0,2,Kia,Seltos,Diesel,Manual,Suv,Matthew Subramanian,Gold,Male,4,Mumbai Andheri Branch,Mumbai,2025-04,2025,April,Monday,0,0,2970.0
4401,117,681,2,2,9,2024-12-27,2024-12-28,2024-12-28,Completed,1750.0,1750.0,1,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Fiyaz Bhattacharyya,Regular,Male,2,Udaipur City Branch,Udaipur,2024-12,2024,December,Friday,0,0,1750.0
4403,115,285,7,7,33,2026-02-14,2026-02-16,2026-02-16,Completed,1650.0,3300.0,2,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Ubika Shankar,Regular,Female,7,Chennai Central Branch,Chennai,2026-02,2026,February,Saturday,0,0,1650.0
4404,59,487,10,10,49,2026-06-10,2026-06-15,2026-06-15,Completed,1450.0,6887.5,5,Hyundai,i10,Petrol,Manual,Hatchback,Naksh Rama,Silver,Male,10,Lucknow Branch,Lucknow,2026-06,2026,June,Wednesday,0,0,1377.5
4405,101,250,7,1,35,2024-07-04,2024-07-05,2024-07-05,Completed,1250.0,1125.0,1,Tata,Tiago,Petrol,Automatic,Hatchback,Vanya Naidu,Gold,Female,7,Chennai Central Branch,Chennai,2024-07,2024,July,Thursday,0,0,1125.0
4406,39,246,3,3,13,2026-06-29,2026-06-30,2026-06-29,Completed,2150.0,2150.0,0,Skoda,Slavia,Petrol,Automatic,Sedan,Brinda Uppal,Regular,Female,3,Delhi Airport Branch,New Delhi,2026-06,2026,June,Monday,0,0,2150.0
4407,101,503,7,7,31,2025-09-09,2025-09-11,2025-09-11,Completed,1250.0,2250.0,2,Tata,Tiago,Petrol,Automatic,Hatchback,Gayathri Dewan,Gold,Female,7,Chennai Central Branch,Chennai,2025-09,2025,September,Tuesday,0,0,1125.0
4408,72,800,4,4,20,2025-08-29,2025-08-30,2025-08-29,Completed,2000.0,1900.0,0,Skoda,Slavia,Petrol,Automatic,Sedan,Wriddhish Srinivas,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2025-08,2025,August,Friday,0,0,1900.0
4409,159,728,4,4,19,2024-07-20,2024-07-25,2024-07-28,Completed,2050.0,9225.0,8,Hyundai,Verna,Petrol,Manual,Sedan,Eesha Chawla,Gold,Female,4,Mumbai Andheri Branch,Mumbai,2024-07,2024,July,Saturday,1,3,1153.125
4410,117,866,2,2,10,2024-05-16,2024-05-17,2024-05-16,Completed,1750.0,1575.0,0,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Chaaya Edwin,Gold,Female,2,Udaipur City Branch,Udaipur,2024-05,2024,May,Thursday,0,0,1575.0
4411,24,423,4,4,17,2025-03-17,2025-03-19,2025-03-18,Completed,1450.0,2900.0,1,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Vrinda Nagarajan,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2025-03,2025,March,Monday,0,0,2900.0
4413,58,454,10,10,49,2024-10-13,2024-10-17,2024-10-17,Completed,2150.0,8600.0,4,Honda,City,Petrol,Manual,Sedan,Charan Bal,Regular,Male,10,Lucknow Branch,Lucknow,2024-10,2024,October,Sunday,0,0,2150.0
4414,169,52,2,2,6,2024-09-07,2024-09-12,2024-09-12,Completed,1550.0,7750.0,5,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Balhaar Andra,Regular,Male,2,Udaipur City Branch,Udaipur,2024-09,2024,September,Saturday,0,0,1550.0
4415,20,486,4,4,18,2025-07-22,2025-07-25,2025-07-25,Completed,1350.0,4050.0,3,Tata,Tiago,Petrol,Manual,Hatchback,Rajeshri Nanda,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2025-07,2025,July,Tuesday,0,0,1350.0
4416,99,146,3,3,15,2025-07-21,2025-07-23,2025-07-23,Completed,8500.0,17000.0,2,Mercedes-Benz,E-Class,Petrol,Manual,Luxury,Madhavi Tella,Regular,Female,3,Delhi Airport Branch,New Delhi,2025-07,2025,July,Monday,0,0,8500.0
4417,164,640,1,1,4,2024-12-27,2024-12-30,2024-12-30,Completed,2450.0,7350.0,3,Hyundai,Verna,Petrol,Automatic,Sedan,Arya Soman,Regular,Female,1,Jaipur Central Hub,Jaipur,2024-12,2024,December,Friday,0,0,2450.0
4418,171,782,7,7,32,2025-11-23,2025-11-29,2025-11-29,Completed,2200.0,12540.0,6,Skoda,Slavia,Petrol,Manual,Sedan,Gagan Bumb,Silver,Male,7,Chennai Central Branch,Chennai,2025-11,2025,November,Sunday,0,0,2090.0
4419,157,42,2,2,7,2026-01-18,2026-01-21,2026-01-20,Completed,3650.0,10402.5,2,Mahindra,XUV700,Diesel,Manual,Suv,Chakradhar Khalsa,Silver,Male,2,Udaipur City Branch,Udaipur,2026-01,2026,January,Sunday,0,0,5201.25
4420,116,848,6,6,29,2026-01-19,2026-01-22,2026-01-21,Completed,3800.0,11400.0,2,Toyota,Fortuner,Diesel,Manual,Suv,Rushil Kapadia,Regular,Male,6,Bengaluru Whitefield Branch,Bengaluru,2026-01,2026,January,Monday,0,0,5700.0
4421,66,10,2,2,7,2025-01-04,2025-01-08,2025-01-08,Completed,1550.0,6200.0,4,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Balveer Kaul,Regular,Male,2,Udaipur City Branch,Udaipur,2025-01,2025,January,Saturday,0,0,1550.0
4422,34,5,5,5,24,2026-03-23,2026-03-28,2026-03-27,Completed,4000.0,20000.0,4,Kia,Seltos,Diesel,Manual,Suv,Gauri Sami,Regular,Female,5,Pune Station Branch,Pune,2026-03,2026,March,Monday,0,0,5000.0
4423,138,697,4,4,17,2025-05-29,2025-05-31,2025-05-30,Completed,1300.0,2600.0,1,Tata,Tiago,Petrol,Manual,Hatchback,Kevin Shetty,Regular,Male,4,Mumbai Andheri Branch,Mumbai,2025-05,2025,May,Thursday,0,0,2600.0
4424,34,575,5,5,22,2025-07-19,2025-07-20,2025-07-19,Completed,4000.0,4000.0,0,Kia,Seltos,Diesel,Manual,Suv,Amruta Ravel,Regular,Female,5,Pune Station Branch,Pune,2025-07,2025,July,Saturday,0,0,4000.0
4425,179,848,2,2,9,2024-11-29,2024-12-01,2024-12-01,Completed,2450.0,4900.0,2,Hyundai,Verna,Petrol,Manual,Sedan,Rushil Kapadia,Regular,Male,2,Udaipur City Branch,Udaipur,2024-11,2024,November,Friday,0,0,2450.0
4426,136,206,1,1,2,2024-08-11,2024-08-12,2024-08-12,Completed,8750.0,8312.5,1,Audi,A6,Petrol,Automatic,Luxury,Bakhshi Johal,Silver,Male,1,Jaipur Central Hub,Jaipur,2024-08,2024,August,Sunday,0,0,8312.5
4427,66,590,2,2,8,2024-03-20,2024-03-23,2024-03-23,Completed,1550.0,4650.0,3,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Ayush Sodhi,Regular,Male,2,Udaipur City Branch,Udaipur,2024-03,2024,March,Wednesday,0,0,1550.0
4428,117,27,2,2,8,2025-11-26,2025-11-30,2025-12-02,Completed,1750.0,7000.0,6,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Kashvi Bhardwaj,Regular,Female,2,Udaipur City Branch,Udaipur,2025-11,2025,November,Wednesday,1,2,1166.6666666666667
4429,37,602,10,10,50,2025-12-05,2025-12-15,2025-12-15,Completed,4000.0,34000.0,10,Hyundai,Creta,Diesel,Manual,Suv,Isaac Gill,Platinum,Male,10,Lucknow Branch,Lucknow,2025-12,2025,December,Friday,0,0,3400.0
4430,139,45,1,1,1,2025-12-19,2025-12-22,2025-12-23,Completed,2400.0,6840.0,4,Honda,City,Petrol,Manual,Sedan,Garima Gupta,Silver,Female,1,Jaipur Central Hub,Jaipur,2025-12,2025,December,Friday,1,1,1710.0
4431,172,48,9,9,41,2025-02-15,2025-02-16,2025-02-15,Completed,2350.0,2232.5,0,Skoda,Slavia,Petrol,Manual,Sedan,Jacob Raval,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2025-02,2025,February,Saturday,0,0,2232.5
4432,88,328,8,5,36,2024-06-19,2024-06-20,2024-06-20,Completed,3700.0,3515.0,1,Hyundai,Creta,Diesel,Automatic,Suv,Ansh Balakrishnan,Silver,Male,8,Hyderabad Hitech Branch,Hyderabad,2024-06,2024,June,Wednesday,0,0,3515.0
4433,6,174,7,7,31,2025-10-02,2025-10-04,2025-10-06,Completed,1350.0,2430.0,4,Tata,Tiago,Petrol,Manual,Hatchback,Ishaan Chana,Gold,Male,7,Chennai Central Branch,Chennai,2025-10,2025,October,Thursday,1,2,607.5
4434,178,321,6,6,28,2024-12-22,2024-12-23,2024-12-23,Completed,2150.0,2150.0,1,Honda,City,Petrol,Automatic,Sedan,Balhaar Sengupta,Regular,Male,6,Bengaluru Whitefield Branch,Bengaluru,2024-12,2024,December,Sunday,0,0,2150.0
4435,168,897,1,1,5,2024-01-27,2024-01-28,2024-01-27,Completed,1900.0,1805.0,0,Hyundai,Verna,Petrol,Automatic,Sedan,Vaishnavi Kota,Silver,Female,1,Jaipur Central Hub,Jaipur,2024-01,2024,January,Saturday,0,0,1805.0
4436,26,294,5,5,24,2026-01-13,2026-01-17,2026-01-17,Completed,1950.0,7020.0,4,Hyundai,Verna,Petrol,Automatic,Sedan,Manan Jaggi,Gold,Male,5,Pune Station Branch,Pune,2026-01,2026,January,Tuesday,0,0,1755.0
4437,148,747,5,10,22,2024-01-22,2024-01-27,2024-01-27,Completed,2300.0,10925.0,5,Skoda,Slavia,Petrol,Automatic,Sedan,Aarnav Narayanan,Silver,Male,5,Pune Station Branch,Pune,2024-01,2024,January,Monday,0,0,2185.0
4438,27,229,10,10,50,2025-05-21,2025-05-25,2025-05-29,Completed,3400.0,12920.0,8,Hyundai,Kona Electric,Electric,Automatic,Electric,Bhavya Dhar,Silver,Female,10,Lucknow Branch,Lucknow,2025-05,2025,May,Wednesday,1,4,1615.0
4439,7,194,2,2,9,2025-06-11,2025-06-14,2025-06-14,Completed,3150.0,8977.5,3,Mahindra,XUV700,Diesel,Manual,Suv,Jatin Sha,Silver,Other,2,Udaipur City Branch,Udaipur,2025-06,2025,June,Wednesday,0,0,2992.5
4440,20,737,4,4,20,2026-01-30,2026-02-03,2026-02-03,Completed,1350.0,5130.0,4,Tata,Tiago,Petrol,Manual,Hatchback,Irya Loke,Silver,Female,4,Mumbai Andheri Branch,Mumbai,2026-01,2026,January,Friday,0,0,1282.5
4441,14,236,9,9,44,2025-04-07,2025-04-10,2025-04-10,Completed,3300.0,9900.0,3,Mahindra,XUV700,Diesel,Manual,Suv,Mitesh Bath,Regular,Male,9,Ahmedabad Branch,Ahmedabad,2025-04,2025,April,Monday,0,0,3300.0
4442,178,428,6,6,30,2024-06-17,2024-06-21,2024-06-21,Completed,2150.0,7740.0,4,Honda,City,Petrol,Automatic,Sedan,Wishi Gour,Gold,Female,6,Bengaluru Whitefield Branch,Bengaluru,2024-06,2024,June,Monday,0,0,1935.0
4443,100,374,8,8,37,2025-11-30,2025-12-03,2025-12-02,Completed,1400.0,3990.0,2,Tata,Tiago,Petrol,Automatic,Hatchback,Rushil Tandon,Silver,Male,8,Hyderabad Hitech Branch,Hyderabad,2025-11,2025,November,Sunday,0,0,1995.0
4444,24,66,4,4,18,2026-05-29,2026-06-04,2026-06-03,Completed,1450.0,8700.0,5,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Hema Sachar,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2026-05,2026,May,Friday,0,0,1740.0
4445,28,342,9,4,41,2025-12-26,2026-01-01,2026-01-01,Completed,1550.0,8835.0,6,Hyundai,i10,Petrol,Manual,Hatchback,Upasna Desai,Silver,Female,9,Ahmedabad Branch,Ahmedabad,2025-12,2025,December,Friday,0,0,1472.5
4446,30,474,6,6,27,2025-12-18,2025-12-20,2025-12-23,Completed,3500.0,7000.0,5,Toyota,Fortuner,Diesel,Automatic,Suv,Chavvi Kuruvilla,Regular,Female,6,Bengaluru Whitefield Branch,Bengaluru,2025-12,2025,December,Thursday,1,3,1400.0
4447,40,502,4,10,19,2024-05-06,2024-05-07,2024-05-07,Completed,8450.0,7182.5,1,Mercedes-Benz,E-Class,Petrol,Manual,Luxury,Henry Panchal,Platinum,Male,4,Mumbai Andheri Branch,Mumbai,2024-05,2024,May,Monday,0,0,7182.5
4448,172,106,9,9,41,2026-01-05,2026-01-10,2026-01-10,Completed,2350.0,11750.0,5,Skoda,Slavia,Petrol,Manual,Sedan,Atharv Palla,Regular,Male,9,Ahmedabad Branch,Ahmedabad,2026-01,2026,January,Monday,0,0,2350.0
4449,20,784,4,4,16,2025-08-27,2025-08-29,2025-08-29,Completed,1350.0,2565.0,2,Tata,Tiago,Petrol,Manual,Hatchback,Adya Tripathi,Silver,Female,4,Mumbai Andheri Branch,Mumbai,2025-08,2025,August,Wednesday,0,0,1282.5
4450,159,306,4,4,20,2024-01-17,2024-01-18,2024-01-18,Completed,2050.0,1845.0,1,Hyundai,Verna,Petrol,Manual,Sedan,Amruta Dhar,Gold,Female,4,Mumbai Andheri Branch,Mumbai,2024-01,2024,January,Wednesday,0,0,1845.0
4451,176,150,5,5,25,2025-09-21,2025-09-24,2025-09-24,Completed,1300.0,3705.0,3,Hyundai,i10,Petrol,Manual,Hatchback,Urmi Swamy,Silver,Female,5,Pune Station Branch,Pune,2025-09,2025,September,Sunday,0,0,1235.0
4452,122,526,10,10,48,2025-10-22,2025-10-25,2025-10-24,Completed,1700.0,5100.0,2,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Ekani Dhar,Regular,Female,10,Lucknow Branch,Lucknow,2025-10,2025,October,Wednesday,0,0,2550.0
4453,136,861,1,1,4,2026-02-02,2026-02-03,2026-02-03,Completed,8750.0,8750.0,1,Audi,A6,Petrol,Automatic,Luxury,Pranit Kurian,Regular,Male,1,Jaipur Central Hub,Jaipur,2026-02,2026,February,Monday,0,0,8750.0
4454,153,778,2,2,8,2024-04-17,2024-04-19,2024-04-19,Completed,2550.0,5100.0,2,Hyundai,Verna,Petrol,Manual,Sedan,Rajata Mutti,Regular,Female,2,Udaipur City Branch,Udaipur,2024-04,2024,April,Wednesday,0,0,2550.0
4455,34,623,5,5,25,2024-10-01,2024-10-02,2024-10-02,Completed,4000.0,3400.0,1,Kia,Seltos,Diesel,Manual,Suv,Hiral Prabhakar,Platinum,Female,5,Pune Station Branch,Pune,2024-10,2024,October,Tuesday,0,0,3400.0
4456,159,410,4,4,18,2024-07-04,2024-07-06,2024-07-09,Completed,2050.0,3690.0,5,Hyundai,Verna,Petrol,Manual,Sedan,Unni Tandon,Gold,Female,4,Mumbai Andheri Branch,Mumbai,2024-07,2024,July,Thursday,1,3,738.0
4457,162,793,4,10,16,2025-09-07,2025-09-11,2025-09-10,Completed,1350.0,4860.0,3,Hyundai,i10,Petrol,Automatic,Hatchback,Anmol Naik,Gold,Male,4,Mumbai Andheri Branch,Mumbai,2025-09,2025,September,Sunday,0,0,1620.0
4458,160,656,1,1,3,2025-08-15,2025-08-20,2025-08-19,Completed,1650.0,7837.5,4,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Udyati Puri,Silver,Female,1,Jaipur Central Hub,Jaipur,2025-08,2025,August,Friday,0,0,1959.375
4459,13,354,9,9,45,2025-01-09,2025-01-13,2025-01-13,Completed,4150.0,14940.0,4,Toyota,Fortuner,Diesel,Manual,Suv,Ethan Kibe,Gold,Male,9,Ahmedabad Branch,Ahmedabad,2025-01,2025,January,Thursday,0,0,3735.0
4460,14,546,9,9,41,2025-04-21,2025-05-01,2025-05-03,Completed,3300.0,28050.0,12,Mahindra,XUV700,Diesel,Manual,Suv,Geetika Prabhu,Platinum,Female,9,Ahmedabad Branch,Ahmedabad,2025-04,2025,April,Monday,1,2,2337.5
4461,37,578,10,10,47,2025-04-04,2025-04-07,2025-04-09,Completed,4000.0,11400.0,5,Hyundai,Creta,Diesel,Manual,Suv,Hardik Rattan,Silver,Male,10,Lucknow Branch,Lucknow,2025-04,2025,April,Friday,1,2,2280.0
4462,58,147,10,10,47,2025-10-09,2025-10-11,2025-10-11,Completed,2150.0,4300.0,2,Honda,City,Petrol,Manual,Sedan,Upma Naidu,Regular,Female,10,Lucknow Branch,Lucknow,2025-10,2025,October,Thursday,0,0,2150.0
4463,21,433,3,3,12,2024-01-18,2024-01-19,2024-01-19,Completed,1350.0,1282.5,1,Hyundai,i10,Petrol,Manual,Hatchback,Abhiram Wagle,Silver,Male,3,Delhi Airport Branch,New Delhi,2024-01,2024,January,Thursday,0,0,1282.5
4464,80,663,9,9,41,2024-11-04,2024-11-11,2024-11-10,Completed,3900.0,27300.0,6,Hyundai,Creta,Diesel,Manual,Suv,Manbir Lad,Regular,Male,9,Ahmedabad Branch,Ahmedabad,2024-11,2024,November,Monday,0,0,4550.0
