customer_id,full_name,gender,date_of_birth,city,membership_type,join_date,age,age_group,tenure_years
870,Henry Ganesan,Male,1978-06-16,Pune,Platinum,2023-04-12,48,46-60,3.3
871,Avi Bal,Male,1995-04-14,Surat,Silver,2024-07-12,31,31-45,2.1
872,Charles Lala,Male,1988-05-28,Jodhpur,Regular,2023-03-31,38,31-45,3.3
873,Nilima Karnik,Female,1971-09-22,New Delhi,Regular,2023-10-30,54,46-60,2.8
874,Dominic Vyas,Male,1998-04-28,Mumbai,Gold,2023-01-31,28,21-30,3.5
875,Nicholas Soni,Male,1981-08-12,Lucknow,Silver,2025-07-16,45,31-45,1.1
876,Vamakshi Deshmukh,Female,2004-03-21,Ahmedabad,Gold,2025-01-12,22,21-30,1.6
877,Vedant Saran,Male,1984-02-23,Pune,Silver,2024-11-12,42,31-45,1.7
878,Prisha Subramaniam,Female,1984-11-15,Mumbai,Regular,2025-05-07,41,31-45,1.2
879,Nikita Pau,Female,1979-02-20,Bengaluru,Silver,2023-06-15,47,46-60,3.1
880,Aadi Virk,Male,1997-04-13,Mumbai,Silver,2025-06-22,29,21-30,1.1
881,Luke Singh,Male,1984-09-01,Mumbai,Silver,2025-01-02,41,31-45,1.6
882,William Mistry,Male,1961-01-01,Lucknow,Silver,2024-04-03,65,60+,2.3
883,Kala Amble,Female,1985-04-05,New Delhi,Silver,2023-07-20,41,31-45,3.0
884,Siya Krish,Female,1967-12-09,Bengaluru,Regular,2025-02-24,58,46-60,1.4
885,Saanvi Kannan,Female,1972-06-04,Bengaluru,Regular,2024-03-25,54,46-60,2.4
886,Laban Mane,Male,1989-10-09,Surat,Regular,2024-07-20,36,31-45,2.0
887,Triveni Guha,Female,1998-12-30,Bengaluru,Regular,2023-07-14,27,21-30,3.1
888,Christopher Shah,Male,1988-05-22,Hyderabad,Silver,2023-10-17,38,31-45,2.8
889,Girindra Nagi,Male,1961-06-18,Pune,Regular,2023-02-22,65,60+,3.4
890,Girik Chaudry,Male,1973-04-14,Jodhpur,Regular,2023-05-14,53,46-60,3.2
891,Aarna Kaul,Female,1964-08-25,New Delhi,Gold,2023-01-16,61,60+,3.6
892,Pavani Salvi,Female,1974-08-12,Surat,Regular,2025-05-01,52,46-60,1.3
893,Vedika Balay,Female,1975-06-14,Udaipur,Regular,2025-06-17,51,46-60,1.1
894,Baghyawati Lata,Female,1995-06-30,Jodhpur,Gold,2023-03-18,31,31-45,3.4
895,Gautam Handa,Male,2000-11-23,Chennai,Silver,2023-09-24,25,21-30,2.9
896,Abha Dara,Female,2004-06-12,Jaipur,Regular,2025-01-31,22,21-30,1.5
897,Vaishnavi Kota,Female,1993-10-13,Ahmedabad,Silver,2023-02-05,32,31-45,3.5
898,Champak Verma,Male,1990-07-24,Bengaluru,Gold,2023-08-10,36,31-45,3.0
899,Nachiket Naidu,Male,1967-09-23,Lucknow,Gold,2025-02-14,58,46-60,1.5
900,Lajita Srivastava,Female,1989-04-28,Hyderabad,Regular,2023-07-31,37,31-45,3.0
